Number,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
926,02/03/2015 03:24,20.4175,22.3425,0,438.25,0.003308992,0
927,02/03/2015 03:26,20.46333333,22.46333333,0,437,0.003336461,0
928,02/03/2015 03:27,20.478,22.478,0,429.8,0.003341691,0
929,02/03/2015 03:28,20.5,22.456,0,431.2,0.003342962,0
930,02/03/2015 03:29,20.5,22.412,0,435.8,0.003336377,0
931,02/03/2015 03:29,20.4725,22.3925,0,435.75,0.003327776,0
932,02/03/2015 03:30,20.445,22.34,0,434.25,0.003314272,0
933,02/03/2015 03:32,20.5,22.434,0,434.6,0.00333967,0
934,02/03/2015 03:33,20.5,22.39,0,434,0.003333084,0
935,02/03/2015 03:34,20.5,22.39,0,433.5,0.003333084,0
936,02/03/2015 03:35,20.5,22.39,0,434.6666667,0.003333084,0
937,02/03/2015 03:36,20.5,22.39,0,437.5,0.003333084,0
938,02/03/2015 03:36,20.5,22.39,0,438.5,0.003333084,0
939,02/03/2015 03:38,20.5,22.42666667,0,436.6666667,0.003338572,0
940,02/03/2015 03:39,20.5,22.445,0,431.1666667,0.003341316,0
941,02/03/2015 03:40,20.5,22.39,0,436,0.003333084,0
942,02/03/2015 03:40,20.4725,22.3925,0,438.25,0.003327776,0
943,02/03/2015 03:42,20.5,22.46333333,0,439,0.00334406,0
944,02/03/2015 03:42,20.5,22.456,0,436.6,0.003342962,0
945,02/03/2015 03:43,20.5,22.39,0,432.6666667,0.003333084,0
946,02/03/2015 03:45,20.5,22.39,0,433.25,0.003333084,0
947,02/03/2015 03:46,20.4725,22.39,0,433.5,0.003327402,0
948,02/03/2015 03:47,20.4725,22.4175,0,435.75,0.003331511,0
949,02/03/2015 03:48,20.5,22.5,0,436,0.003349548,0
950,02/03/2015 03:49,20.5,22.478,0,430.8,0.003346255,0
951,02/03/2015 03:49,20.434,22.412,0,435.4,0.003322741,0
952,02/03/2015 03:51,20.4175,22.34,0,433.5,0.00330862,0
953,02/03/2015 03:52,20.39,22.39,0,429.75,0.003310408,0
954,02/03/2015 03:53,20.39,22.39,0,430,0.003310408,0
955,02/03/2015 03:53,20.39,22.39,0,433,0.003310408,0
956,02/03/2015 03:55,20.39,22.39,0,436.25,0.003310408,0
957,02/03/2015 03:55,20.39,22.39,0,433.5,0.003310408,0
958,02/03/2015 03:56,20.39,22.5,0,434.25,0.003326758,0
959,02/03/2015 03:58,20.39,22.46333333,0,430.3333333,0.003321308,0
960,02/03/2015 03:59,20.39,22.5,0,429.6,0.003326758,0
961,02/03/2015 04:00,20.39,22.5,0,433.5,0.003326758,0
962,02/03/2015 04:01,20.39,22.5,0,435.6,0.003326758,0
963,02/03/2015 04:01,20.39,22.5,0,434.6666667,0.003326758,0
964,02/03/2015 04:02,20.39,22.5,0,432.3333333,0.003326758,0
965,02/03/2015 04:04,20.39,22.5,0,438,0.003326758,0
966,02/03/2015 04:05,20.39,22.5,0,436.5,0.003326758,0
967,02/03/2015 04:06,20.39,22.5,0,440.75,0.003326758,0
968,02/03/2015 04:07,20.39,22.5,0,438,0.003326758,0
969,02/03/2015 04:08,20.39,22.5,0,434.75,0.003326758,0
970,02/03/2015 04:08,20.39,22.5,0,434.75,0.003326758,0
971,02/03/2015 04:09,20.39,22.5,0,435.6666667,0.003326758,0
972,02/03/2015 04:11,20.39,22.5,0,434,0.003326758,0
973,02/03/2015 04:12,20.35,22.5,0,429.2,0.003318505,0
974,02/03/2015 04:13,20.39,22.5,0,431.5,0.003326758,0
975,02/03/2015 04:14,20.39,22.5,0,430,0.003326758,0
976,02/03/2015 04:14,20.39,22.5,0,434,0.003326758,0
977,02/03/2015 04:15,20.39,22.5,0,434.25,0.003326758,0
978,02/03/2015 04:17,20.39,22.5,0,432.4,0.003326758,0
979,02/03/2015 04:18,20.39,22.46333333,0,434.3333333,0.003321308,0
980,02/03/2015 04:19,20.39,22.5,0,436.4,0.003326758,0
981,02/03/2015 04:20,20.39,22.5,0,435.75,0.003326758,0
982,02/03/2015 04:21,20.39,22.5,0,435.2,0.003326758,0
983,02/03/2015 04:21,20.39,22.5,0,436.75,0.003326758,0
984,02/03/2015 04:23,20.39,22.5,0,438.25,0.003326758,0
985,02/03/2015 04:24,20.39,22.5,0,438.75,0.003326758,0
986,02/03/2015 04:25,20.39,22.4725,0,437.5,0.003322671,0
987,02/03/2015 04:25,20.39,22.46333333,0,439.3333333,0.003321308,0
988,02/03/2015 04:27,20.39,22.5,0,437.5,0.003326758,0
989,02/03/2015 04:27,20.39,22.5,0,433.6,0.003326758,0
990,02/03/2015 04:28,20.39,22.5,0,431.3333333,0.003326758,0
991,02/03/2015 04:30,20.39,22.5,0,434.8,0.003326758,0
992,02/03/2015 04:31,20.39,22.46333333,0,433.3333333,0.003321308,0
993,02/03/2015 04:32,20.39,22.4725,0,433.8,0.003322671,0
994,02/03/2015 04:33,20.39,22.5,0,436.5,0.003326758,0
995,02/03/2015 04:34,20.39,22.5,0,434,0.003326758,0
996,02/03/2015 04:34,20.39,22.4725,0,433.75,0.003322671,0
997,02/03/2015 04:36,20.39,22.445,0,435.5,0.003318583,0
998,02/03/2015 04:37,20.39,22.42666667,0,434.3333333,0.003315858,0
999,02/03/2015 04:38,20.39,22.5,0,431.75,0.003326758,0
1000,02/03/2015 04:38,20.39,22.5,0,431.5,0.003326758,0
1001,02/03/2015 04:40,20.39,22.5,0,432.5,0.003326758,0
1002,02/03/2015 04:40,20.39,22.456,0,435.4,0.003320218,0
1003,02/03/2015 04:41,20.39,22.5,0,436.6666667,0.003326758,0
1004,02/03/2015 04:43,20.39,22.5,0,432.6,0.003326758,0
1005,02/03/2015 04:44,20.39,22.46333333,0,433,0.003321308,0
1006,02/03/2015 04:45,20.39,22.445,0,431.5,0.003318583,0
1007,02/03/2015 04:46,20.39,22.5,0,431.8,0.003326758,0
1008,02/03/2015 04:46,20.39,22.5,0,439.6666667,0.003326758,0
1009,02/03/2015 04:47,20.39,22.5,0,436.6666667,0.003326758,0
1010,02/03/2015 04:49,20.39,22.5,0,439,0.003326758,0
1011,02/03/2015 04:50,20.39,22.5,0,436.25,0.003326758,0
1012,02/03/2015 04:51,20.39,22.5,0,435.8,0.003326758,0
1013,02/03/2015 04:52,20.39,22.42666667,0,438.3333333,0.003315858,0
1014,02/03/2015 04:53,20.39,22.4725,0,436,0.003322671,0
1015,02/03/2015 04:53,20.39,22.5,0,433.6666667,0.003326758,0
1016,02/03/2015 04:54,20.39,22.5,0,432.25,0.003326758,0
1017,02/03/2015 04:56,20.39,22.5,0,433.5,0.003326758,0
1018,02/03/2015 04:57,20.39,22.5,0,436.25,0.003326758,0
1019,02/03/2015 04:58,20.39,22.5,0,435,0.003326758,0
1020,02/03/2015 04:59,20.39,22.5,0,433.75,0.003326758,0
1021,02/03/2015 04:59,20.39,22.5,0,440.6666667,0.003326758,0
1022,02/03/2015 05:00,20.39,22.5,0,441.2,0.003326758,0
1023,02/03/2015 05:02,20.39,22.5,0,435.25,0.003326758,0
1024,02/03/2015 05:03,20.39,22.5,0,437.25,0.003326758,0
1025,02/03/2015 05:04,20.39,22.5,0,435.5,0.003326758,0
1026,02/03/2015 05:05,20.39,22.5,0,439.75,0.003326758,0
1027,02/03/2015 05:06,20.39,22.5,0,438,0.003326758,0
1028,02/03/2015 05:06,20.39,22.5,0,435.25,0.003326758,0
1029,02/03/2015 05:08,20.39,22.5,0,434.2,0.003326758,0
1030,02/03/2015 05:09,20.39,22.5,0,435,0.003326758,0
1031,02/03/2015 05:10,20.365,22.5,0,436.5,0.003321598,0
1032,02/03/2015 05:10,20.39,22.5,0,434,0.003326758,0
1033,02/03/2015 05:12,20.39,22.5,0,435.25,0.003326758,0
1034,02/03/2015 05:12,20.39,22.5,0,432.75,0.003326758,0
1035,02/03/2015 05:13,20.39,22.5,0,432,0.003326758,0
1036,02/03/2015 05:15,20.39,22.5,0,432,0.003326758,0
1037,02/03/2015 05:16,20.39,22.5,0,431.5,0.003326758,0
1038,02/03/2015 05:17,20.39,22.5,0,435,0.003326758,0
1039,02/03/2015 05:18,20.39,22.5,0,437.6666667,0.003326758,0
1040,02/03/2015 05:19,20.39,22.5,0,437.3333333,0.003326758,0
1041,02/03/2015 05:19,20.365,22.5,0,438,0.003321598,0
1042,02/03/2015 05:21,20.365,22.5,0,434.25,0.003321598,0
1043,02/03/2015 05:22,20.34,22.575,0,435.75,0.003327559,0
1044,02/03/2015 05:23,20.315,22.6,0,433.25,0.003326094,0
1045,02/03/2015 05:23,20.315,22.6,0,434.75,0.003326094,0
1046,02/03/2015 05:25,20.35666667,22.6,0,439,0.003334714,0
1047,02/03/2015 05:25,20.34,22.6,0,439.25,0.003331264,0
1048,02/03/2015 05:26,20.365,22.575,0,438.5,0.003332729,0
1049,02/03/2015 05:28,20.29,22.6,0,437.6,0.003320932,0
1050,02/03/2015 05:29,20.29,22.6,0,434.5,0.003320932,0
1051,02/03/2015 05:30,20.29,22.6,0,435.5,0.003320932,0
1052,02/03/2015 05:31,20.32333333,22.6,0,436,0.003327817,0
1053,02/03/2015 05:31,20.29,22.6,0,435.2,0.003320932,0
1054,02/03/2015 05:32,20.32333333,22.6,0,433.6666667,0.003327817,0
1055,02/03/2015 05:34,20.29,22.6,0,434.25,0.003320932,0
1056,02/03/2015 05:35,20.29,22.625,0,440.5,0.003324625,0
1057,02/03/2015 05:36,20.29,22.63333333,0,440.6666667,0.003325856,0
1058,02/03/2015 05:37,20.29,22.675,0,438,0.003332012,0
1059,02/03/2015 05:38,20.29,22.7,0,433.8,0.003335705,0
1060,02/03/2015 05:38,20.29,22.7,0,435,0.003335705,0
1061,02/03/2015 05:39,20.29,22.7,0,434.75,0.003335705,0
1062,02/03/2015 05:41,20.29,22.7,0,437.3333333,0.003335705,0
1063,02/03/2015 05:42,20.29,22.7,0,439.5,0.003335705,0
1064,02/03/2015 05:43,20.29,22.65,0,432.75,0.003328319,0
1065,02/03/2015 05:44,20.29,22.6,0,435,0.003320932,0
1066,02/03/2015 05:44,20.29,22.7,0,436.5,0.003335705,0
1067,02/03/2015 05:45,20.29,22.675,0,434.6666667,0.003332012,0
1068,02/03/2015 05:47,20.29,22.7,0,436,0.003335705,0
1069,02/03/2015 05:48,20.29,22.7,0,441.5,0.003335705,0
1070,02/03/2015 05:49,20.29,22.7,0,436,0.003335705,0
1071,02/03/2015 05:50,20.29,22.675,0,435.75,0.003332012,0
1072,02/03/2015 05:51,20.29,22.65,0,431,0.003328319,0
1073,02/03/2015 05:51,20.29,22.7,0,434,0.003335705,0
1074,02/03/2015 05:53,20.29,22.7,0,436,0.003335705,0
1075,02/03/2015 05:54,20.29,22.7,0,436.5,0.003335705,0
1076,02/03/2015 05:55,20.29,22.7,0,436.5,0.003335705,0
1077,02/03/2015 05:55,20.29,22.7,0,436.25,0.003335705,0
1078,02/03/2015 05:57,20.29,22.7,0,437.6666667,0.003335705,0
1079,02/03/2015 05:57,20.29,22.7,0,432.25,0.003335705,0
1080,02/03/2015 05:58,20.29,22.7,0,429.3333333,0.003335705,0
1081,02/03/2015 06:00,20.29,22.7,0,432.25,0.003335705,0
1082,02/03/2015 06:01,20.272,22.68,0,437,0.003329025,0
1083,02/03/2015 06:02,20.26,22.66666667,0,433.3333333,0.003324577,0
1084,02/03/2015 06:03,20.29,22.7,0,427.6,0.003335705,0
1085,02/03/2015 06:04,20.29,22.7,0,436,0.003335705,0
1086,02/03/2015 06:04,20.29,22.7,0,436.3333333,0.003335705,0
1087,02/03/2015 06:06,20.29,22.7,0,435.25,0.003335705,0
1088,02/03/2015 06:07,20.29,22.7,0,436.25,0.003335705,0
1089,02/03/2015 06:08,20.29,22.7,0,434.25,0.003335705,0
1090,02/03/2015 06:08,20.29,22.7225,0,436,0.003339029,0
1091,02/03/2015 06:10,20.2675,22.7,0,434.5,0.003331045,0
1092,02/03/2015 06:10,20.26,22.76,0,435.6666667,0.00333834,0
1093,02/03/2015 06:11,20.29,22.7,0,433,0.003335705,0
1094,02/03/2015 06:13,20.29,22.7,0,428.25,0.003335705,0
1095,02/03/2015 06:14,20.29,22.7,0,434.2,0.003335705,0
1096,02/03/2015 06:15,20.2675,22.675,0,437,0.003327356,0
1097,02/03/2015 06:16,20.2675,22.72,0,433.6666667,0.003333995,0
1098,02/03/2015 06:16,20.29,22.76,0,434,0.00334457,0
1099,02/03/2015 06:17,20.29,22.772,0,439.6,0.003346342,0
1100,02/03/2015 06:19,20.29,22.79,0,435.6666667,0.003349002,0
1101,02/03/2015 06:20,20.29,22.7675,0,431,0.003345678,0
1102,02/03/2015 06:21,20.29,22.76,0,433.3333333,0.00334457,0
1103,02/03/2015 06:22,20.29,22.7,0,434.5,0.003335705,0
1104,02/03/2015 06:23,20.29,22.7,0,435,0.003335705,0
1105,02/03/2015 06:23,20.29,22.7,0,437.75,0.003335705,0
1106,02/03/2015 06:24,20.29,22.79,0,438.3333333,0.003349002,0
1107,02/03/2015 06:26,20.29,22.7225,0,438,0.003339029,0
1108,02/03/2015 06:27,20.29,22.7,0,431.75,0.003335705,0
1109,02/03/2015 06:28,20.29,22.7675,0,432.75,0.003345678,0
1110,02/03/2015 06:29,20.29,22.7225,0,431.25,0.003339029,0
1111,02/03/2015 06:29,20.29,22.7,0,437.25,0.003335705,0
1112,02/03/2015 06:30,20.32333333,22.7,0,434.3333333,0.003342621,0
1113,02/03/2015 06:32,20.365,22.7,0,429.5,0.003351283,0
1114,02/03/2015 06:33,20.39,22.7,0,430,0.003356489,0
1115,02/03/2015 06:34,20.39,22.7,0,434,0.003356489,0
1116,02/03/2015 06:35,20.39,22.7,0,437.75,0.003356489,0
1117,02/03/2015 06:36,20.39,22.7,0,434.6666667,0.003356489,0
1118,02/03/2015 06:36,20.39,22.7,0,431.75,0.003356489,0
1119,02/03/2015 06:38,20.39,22.65,0,437.5,0.003349056,0
1120,02/03/2015 06:39,20.39,22.68,0,433.8,0.003353516,0
1121,02/03/2015 06:40,20.39,22.7,0,435.8,0.003356489,0
1122,02/03/2015 06:40,20.39,22.7,0,437.6666667,0.003356489,0
1123,02/03/2015 06:42,20.39,22.7,0,434.25,0.003356489,0
1124,02/03/2015 06:42,20.39,22.675,0,433,0.003352773,0
1125,02/03/2015 06:43,20.39,22.7,0,436.25,0.003356489,0
1126,02/03/2015 06:45,20.37,22.7,0,436.8,0.003352323,0
1127,02/03/2015 06:46,20.32333333,22.7,0,438,0.003342621,0
1128,02/03/2015 06:47,20.29,22.7225,0,438.75,0.003339029,0
1129,02/03/2015 06:48,20.29,22.745,0,439.5,0.003342353,0
1130,02/03/2015 06:49,20.29,22.79,0,441.25,0.003349002,0
1131,02/03/2015 06:49,20.29,22.79,0,432,0.003349002,0
1132,02/03/2015 06:51,20.29,22.79,0,431.6666667,0.003349002,0
1133,02/03/2015 06:52,20.29,22.79,0,435,0.003349002,0
1134,02/03/2015 06:53,20.29,22.79,0,435.75,0.003349002,0
1135,02/03/2015 06:53,20.26,22.79,0,436.3333333,0.003342764,0
1136,02/03/2015 06:55,20.29,22.84,0,436,0.003356389,0
1137,02/03/2015 06:55,20.2675,22.84,0,439.25,0.003351699,0
1138,02/03/2015 06:56,20.245,22.815,0,435,0.003343332,0
1139,02/03/2015 06:58,20.236,22.83,0,431.4,0.003343671,0
1140,02/03/2015 06:59,20.29,22.89,0,435.3333333,0.003363776,0
1141,02/03/2015 07:00,20.2,22.79,0,439.6666667,0.003330319,0
1142,02/03/2015 07:01,20.218,22.81,0,431.4,0.00333699,0
1143,02/03/2015 07:01,20.245,22.84,0,431,0.003347015,0
1144,02/03/2015 07:02,20.2,22.79,0,431.75,0.003330319,0
1145,02/03/2015 07:04,20.245,22.84,0,437.75,0.003347015,0
1146,02/03/2015 07:05,20.2675,22.865,0,436.75,0.003355388,0
1147,02/03/2015 07:06,20.2,22.79,0,432,0.003330319,0
1148,02/03/2015 07:07,20.2225,22.815,0,433.25,0.003338659,0
1149,02/03/2015 07:08,20.2,22.79,0,434.5,0.003330319,0
1150,02/03/2015 07:08,20.2,22.79,0,436.5,0.003330319,0
1151,02/03/2015 07:09,20.2225,22.815,0,438.25,0.003338659,0
1152,02/03/2015 07:11,20.2,22.79,0,439,0.003330319,0
1153,02/03/2015 07:12,20.2,22.815,0,441.2,0.003333992,0
1154,02/03/2015 07:13,20.2225,22.8675,0,435.25,0.003346383,0
1155,02/03/2015 07:14,20.2,22.89,0,433.75,0.00334501,0
1156,02/03/2015 07:14,20.2,22.89,0,439.25,0.00334501,0
1157,02/03/2015 07:15,20.2,22.89,0,442,0.00334501,0
1158,02/03/2015 07:17,20.2,22.89,0,445.3333333,0.00334501,0
1159,02/03/2015 07:18,20.2,22.89,0,440.6,0.00334501,0
1160,02/03/2015 07:19,20.2,22.89,0,440.6666667,0.00334501,0
1161,02/03/2015 07:20,20.236,22.83,0,440.2,0.003343671,0
1162,02/03/2015 07:21,20.29,22.84,0,439.5,0.003356389,0
1163,02/03/2015 07:21,20.29,22.79,0,441.6666667,0.003349002,0
1164,02/03/2015 07:23,20.29,22.79,0,440.5,0.003349002,0
1165,02/03/2015 07:24,20.29,22.79,0,437,0.003349002,0
1166,02/03/2015 07:25,20.29,22.79,0,439,0.003349002,0
1167,02/03/2015 07:25,20.29,22.79,0,438.5,0.003349002,0
1168,02/03/2015 07:27,20.29,22.79,0,438.5,0.003349002,0
1169,02/03/2015 07:27,20.315,22.79,0,440.25,0.003354208,0
1170,02/03/2015 07:28,20.35666667,22.7,0,445,0.003349549,0
1171,02/03/2015 07:30,20.34,22.745,0,442.75,0.003352752,0
1172,02/03/2015 07:31,20.34,22.7225,0,439.75,0.003349418,0
1173,02/03/2015 07:32,20.315,22.7675,0,434.5,0.003350878,0
1174,02/03/2015 07:33,20.315,22.7675,0,437.5,0.003350878,0
1175,02/03/2015 07:34,20.29,22.79,0,440,0.003349002,0
1176,02/03/2015 07:34,20.29,22.79,0,438,0.003349002,0
1177,02/03/2015 07:36,20.29,22.79,217.2,441.6,0.003349002,1
1178,02/03/2015 07:37,20.29,22.85666667,413.6666667,442.6666667,0.003358851,1
1179,02/03/2015 07:38,20.29,22.956,433,445.6,0.003373528,1
1180,02/03/2015 07:38,20.29,23,419,453,0.003380029,0
1181,02/03/2015 07:40,20.315,23.1,419,459.25,0.003400083,0
1182,02/03/2015 07:40,20.29,23.2,419,470.4,0.003409582,0
1183,02/03/2015 07:41,20.31,23.2,416.2,466,0.003413822,0
1184,02/03/2015 07:43,20.31,23.2,415,470.8,0.003413822,1
1185,02/03/2015 07:44,20.33,23.2,412.2,476.6,0.003418066,1
1186,02/03/2015 07:45,20.39,23.2,412.2,473,0.003430829,1
1187,02/03/2015 07:46,20.365,23.245,413.5,473,0.003432187,1
1188,02/03/2015 07:46,20.39,23.34,403.5,479.75,0.003451647,1
1189,02/03/2015 07:47,20.39,23.434,397.4,494.2,0.003465625,1
1190,02/03/2015 07:49,20.39,23.5,399.5,498.75,0.003475441,1
1191,02/03/2015 07:50,20.39,23.66,397.4,501,0.003499236,1
1192,02/03/2015 07:51,20.39,23.7,398.3333333,507,0.003505185,1
1193,02/03/2015 07:52,20.39,23.7,399.5,518,0.003505185,1
1194,02/03/2015 07:53,20.445,23.8175,403,520,0.003534713,1
1195,02/03/2015 07:53,20.5,23.89,407.6666667,523.6666667,0.003557659,1
1196,02/03/2015 07:54,20.5,23.978,412.2,525.2,0.003570839,1
1197,02/03/2015 07:56,20.5,24.03333333,413,531.3333333,0.003579127,1
1198,02/03/2015 07:57,20.5,24.1,414,538,0.003589112,1
1199,02/03/2015 07:58,20.5,24.1,412.2,536.4,0.003589112,1
1200,02/03/2015 07:59,20.5,24.1,413,538.3333333,0.003589112,1
1201,02/03/2015 07:59,20.5,24.18,412.2,541,0.003601095,1
1202,02/03/2015 08:00,20.52,24.236,407.4,549.6,0.003613966,1
1203,02/03/2015 08:02,20.5,24.32333333,407,555.1666667,0.003622566,1
1204,02/03/2015 08:03,20.5,24.39,405,561.5,0.003632553,1
1205,02/03/2015 08:04,20.5,24.39,405,569,0.003632553,1
1206,02/03/2015 08:05,20.56,24.39,405,568.2,0.003646103,1
1207,02/03/2015 08:06,20.55,24.39,412,572,0.003643841,1
1208,02/03/2015 08:06,20.55,24.39,416.6666667,573.1666667,0.003643841,1
1209,02/03/2015 08:08,20.58,24.39,419,583,0.003650629,1
1210,02/03/2015 08:09,20.6,24.39,419,585,0.003655161,1
1211,02/03/2015 08:10,20.66666667,24.39,419,584.6666667,0.003670301,1
1212,02/03/2015 08:10,20.7,24.37,419,584.8,0.003674858,1
1213,02/03/2015 08:12,20.7,24.39,419,591.4,0.003677892,1
1214,02/03/2015 08:12,20.7,24.39,419,594.3333333,0.003677892,1
1215,02/03/2015 08:13,20.7,24.39,419,600.5,0.003677892,1
1216,02/03/2015 08:15,20.736,24.39,419,601.4,0.003686106,1
1217,02/03/2015 08:16,20.73,24.39,419,606,0.003684736,1
1218,02/03/2015 08:17,20.7,24.5,419,608.75,0.003694578,1
1219,02/03/2015 08:18,20.754,24.5,419,616.8,0.003706961,1
1220,02/03/2015 08:19,20.79,24.5,419,624.2,0.003715237,1
1221,02/03/2015 08:19,20.772,24.52,419,625.6,0.003714144,1
1222,02/03/2015 08:21,20.7675,24.6,419,628.75,0.003725296,1
1223,02/03/2015 08:22,20.754,24.66,419,635.2,0.003731315,1
1224,02/03/2015 08:23,20.772,24.7,419,640.8,0.003741574,1
1225,02/03/2015 08:23,20.79,24.7,421.8,642.4,0.003745748,1
1226,02/03/2015 08:25,20.79,24.7,422.5,643.25,0.003745748,1
1227,02/03/2015 08:25,20.79,24.736,427.4,643.6,0.00375124,1
1228,02/03/2015 08:26,20.79,24.79,433,645.25,0.003759479,1
1229,02/03/2015 08:28,20.775,24.79,433,652.6666667,0.003755987,1
1230,02/03/2015 08:29,20.79,24.79,433,658,0.003759479,1
1231,02/03/2015 08:30,20.79,24.79,433,665.5,0.003759479,1
1232,02/03/2015 08:31,20.79,24.79,433,666.3333333,0.003759479,1
1233,02/03/2015 08:31,20.79,24.79,433,666.5,0.003759479,1
1234,02/03/2015 08:32,20.79,24.79,433,668.2,0.003759479,1
1235,02/03/2015 08:34,20.79,24.79,433,668,0.003759479,1
1236,02/03/2015 08:35,20.79,24.79,433,672.6666667,0.003759479,1
1237,02/03/2015 08:36,20.79,24.79,433,672.75,0.003759479,1
1238,02/03/2015 08:37,20.79,24.79,433,679.2,0.003759479,1
1239,02/03/2015 08:38,20.815,24.815,433,683.5,0.003769124,1
1240,02/03/2015 08:38,20.79,24.79,440,688.5,0.003759479,1
1241,02/03/2015 08:39,20.84,24.84,434.5,686,0.00377879,1
1242,02/03/2015 08:41,20.79,24.79,435.5,689.75,0.003759479,1
1243,02/03/2015 08:42,20.89,24.89,443.4,700,0.003798181,1
1244,02/03/2015 08:43,20.83,24.83,439.8,697.6,0.003774921,1
1245,02/03/2015 08:44,20.87,24.87,439.8,695.8,0.003790415,1
1246,02/03/2015 08:44,20.89,24.87333333,441,697.3333333,0.003795622,1
1247,02/03/2015 08:45,20.89,24.89,442.5,701.25,0.003798181,1
1248,02/03/2015 08:47,20.87333333,24.84,441,700.6666667,0.003786596,1
1249,02/03/2015 08:48,20.87333333,24.775,441,694.8333333,0.003776628,1
1250,02/03/2015 08:49,20.89,24.84,442.5,709.75,0.003790505,1
1251,02/03/2015 08:50,20.89,24.85666667,435,715,0.003793064,1
1252,02/03/2015 08:51,20.89,24.82333333,435,715.8333333,0.003787946,1
1253,02/03/2015 08:51,20.89,24.79,429,713.8,0.003782829,1
1254,02/03/2015 08:53,20.92666667,24.79,429,709,0.003791422,1
1255,02/03/2015 08:54,20.89,24.85,429,716.2,0.00379204,1
1256,02/03/2015 08:55,20.89,24.89,429,716.1666667,0.003798181,1
1257,02/03/2015 08:55,20.89,24.945,432.75,725,0.003806626,1
1258,02/03/2015 08:57,20.89,24.9175,429,725,0.003802403,1
1259,02/03/2015 08:57,20.89,24.978,435,727.6,0.003811692,1
1260,02/03/2015 08:58,20.89,25,435,729.4,0.00381507,1
1261,02/03/2015 09:00,20.89,25,441,730.8,0.00381507,1
1262,02/03/2015 09:01,20.89,25,438,731.2,0.00381507,1
1263,02/03/2015 09:02,20.9175,25,444,736.25,0.003821569,1
1264,02/03/2015 09:03,20.978,25,441,741,0.003835901,1
1265,02/03/2015 09:04,21,24.96333333,444,742.3333333,0.003835456,1
1266,02/03/2015 09:04,21,24.912,444,742.4,0.00382752,1
1267,02/03/2015 09:06,21.025,24.89,444,746.75,0.003830036,1
1268,02/03/2015 09:07,21.075,24.89,444,745,0.003841893,1
1269,02/03/2015 09:08,21.1,24.89,444,742,0.003847834,1
1270,02/03/2015 09:08,21.1,24.89,444,740.8,0.003847834,1
1271,02/03/2015 09:10,21.13333333,24.82333333,444,747.3333333,0.003845377,0
1272,02/03/2015 09:10,21.16666667,24.85833333,444,745.5,0.00385877,0
1273,02/03/2015 09:11,21.2,25.16333333,444,752.6666667,0.003914464,1
1274,02/03/2015 09:13,21.175,25.04041667,446.6666667,751.5,0.003889213,1
1275,02/03/2015 09:14,21.15,24.9175,449.3333333,750.3333333,0.003864032,1
1276,02/03/2015 09:15,21.18333333,25.19833333,454.6666667,754.3333333,0.00391591,1
1277,02/03/2015 09:16,21.2,25.34,448,765.75,0.003942121,1
1278,02/03/2015 09:16,21.2,25.3925,454.75,782,0.00395034,1
1279,02/03/2015 09:17,21.23,25.445,453,786.6666667,0.003965901,1
1280,02/03/2015 09:19,21.254,25.578,451.6,792,0.003992676,1
1281,02/03/2015 09:20,21.2,25.76333333,453,800.3333333,0.004008403,1
1282,02/03/2015 09:21,21.2,25.89,454.75,804.3333333,0.004028238,1
1283,02/03/2015 09:22,21.2,26.05,449.5,815.2,0.004053295,1
1284,02/03/2015 09:23,21.2,26.1,460,829.75,0.004061126,1
1285,02/03/2015 09:23,21.2,26.15714286,442,837.1666667,0.004070075,1
1286,02/03/2015 09:24,21.2,26.245,439,849,0.004083836,1
1287,02/03/2015 09:26,21.2,26.29,439,853.5,0.004090884,1
1288,02/03/2015 09:27,21.218,26.31,439,863.4,0.004098571,1
1289,02/03/2015 09:28,21.236,26.412,442,864.4,0.004119143,1
1290,02/03/2015 09:29,21.23,26.49833333,449,871.8333333,0.004131165,1
1291,02/03/2015 09:29,21.2225,26.525,454,872.25,0.004133435,1
1292,02/03/2015 09:30,21.245,26.58333333,454,876.6666667,0.004148347,1
1293,02/03/2015 09:32,21.26,26.56666667,454,890.3333333,0.004149571,1
1294,02/03/2015 09:33,21.29,26.68333333,454,895.1666667,0.004175644,1
1295,02/03/2015 09:34,21.29,26.76,454,901,0.004187722,1
1296,02/03/2015 09:35,21.29,26.79,454,910.25,0.004192449,1
1297,02/03/2015 09:36,21.315,26.7675,454,918.5,0.004195374,1
1298,02/03/2015 09:36,21.30666667,26.79,454,923.1666667,0.004196765,1
1299,02/03/2015 09:38,21.31,26.79,454,926.75,0.004197629,1
1300,02/03/2015 09:39,21.35666667,26.79,454,925.5,0.004209738,1
1301,02/03/2015 09:40,21.31,26.83,463,927.6,0.004203939,1
1302,02/03/2015 09:40,21.29,26.89,457.75,935,0.004208204,1
1303,02/03/2015 09:42,21.35,26.934,463,932,0.004230778,1
1304,02/03/2015 09:42,21.34,26.945,464,935.75,0.004229906,1
1305,02/03/2015 09:43,21.315,27,469,946.75,0.004232063,1
1306,02/03/2015 09:45,21.39,27,461,952,0.004251699,1
1307,02/03/2015 09:46,21.39,27.1,462.3333333,959.3333333,0.004267554,1
1308,02/03/2015 09:47,21.39,27.08,461,967,0.004264383,1
1309,02/03/2015 09:48,21.39,27.1,464,969,0.004267554,1
1310,02/03/2015 09:49,21.4175,27.22,464,982.5,0.00429386,1
